registro,agro3_clean,agro3_noise,agro3_filtered
155,82.34470144447705,80.18113136336278,81.74029945619023
156,82.86774805385528,84.6367770462751,81.73145969079597
157,82.16581250467873,82.27879050517681,81.72133160948763
158,82.04429716543376,84.53661888954115,81.70990581567372
159,82.55561817770267,75.99248419403612,81.69717256364628
160,82.5015535911689,84.19674035705745,81.68312198276239
161,82.82267469548287,81.11953231846184,81.66774429624977
162,82.29131565771951,82.41458585207508,81.65103003302491
163,81.18483817852548,80.89565518449129,81.6329702308428
164,82.1566219872662,86.57329890257529,81.61355662903297
165,83.00286272157354,76.90074391914855,81.59278184909908
166,82.22500627669808,87.51896798838855,81.57063956156907
167,82.24503594022167,84.56205514537645,81.54712463766168
168,83.09065928622346,83.58964157549514,81.52223328457787
169,81.88286423598602,77.18114075168903,81.49596316357156
170,81.28069325505005,75.79658880583658,81.46831349040566
171,82.225986047722,80.38617410464227,81.43928511817954
172,81.97564292487594,84.05867526727192,81.40888060255368
173,81.6126960507557,81.59300846856694,81.37710424903133
174,82.13917681591137,84.03570833013895,81.34396214145158
175,82.57724114056124,77.77767545118157,81.30946215054385
176,82.196305717138,82.34192926412865,81.27361392138953
177,82.38569309512434,85.97836191448984,81.23642883877868
178,83.4065716817872,88.16851893327375,81.19791996958041
179,81.86193571823407,77.7491316618334,81.1581019814122
180,82.25994780102305,81.10570091878867,81.11699103726417
181,81.67019913372238,80.5524414444614,81.07460466631402
182,81.39413715905675,79.3397648832425,81.03096161170131
183,81.53549383561483,84.51282852828717,80.98608165628177
184,81.56654234767689,90.98450424422212,80.93998542738568
185,82.10845881534216,78.45566010125845,80.8926941816142
186,83.45474396085893,84.84791263158478,80.8442295709879
187,81.26114304976953,82.23044044032129,80.79461339239145
188,81.42114048462174,82.46079393429842,80.74386732305545
189,81.6174239956079,85.98943333873581,80.69201264553966
190,81.88593348984632,83.1102723907134,80.63906996627607
191,81.73906161862652,74.73235922183846,80.58505893230016
192,82.39758785928862,77.6850420599539,80.52999795138788
193,79.74283969724283,76.24345107025643,80.47390392127657
194,79.7115109167616,77.25633864628148,80.41679197373249
195,80.9747550220436,80.51694984399305,80.35867523883711
196,82.02795408276604,81.32374758963951,80.29956463416315
197,80.10033703961346,74.11989561007363,80.23946868278405
198,79.02587359705684,73.7495975978762,80.17839336348965
199,81.46445276905486,74.51454477068867,80.11634199612033
200,81.16709023341942,76.07018423053924,80.05331516434595
201,80.1637861429199,83.41464012887482,79.98931067732
202,80.1659619834746,79.2789204363136,79.92432357053194
203,80.10443971827004,76.9797291671275,79.858346145181
204,80.78657586915742,74.4972461512281,79.79136804475344
205,80.19524889865237,76.87335442553508,79.72337636714184
206,80.9025179611128,82.89397615357086,79.65435581031787
207,78.47998106771959,80.04007997742453,79.58428884906579
208,79.79852068129347,78.97048432134943,79.51315593972089
209,79.52873520878708,78.65289264539462,79.44093574948673
210,80.05475738299067,74.24534512421363,79.36760540680424
211,79.77336047114683,77.22802480140243,79.29314076923912
212,80.62286618861916,82.44507568802611,79.2175167052101
213,78.67581360982865,76.46253363929509,79.14070738552816
214,79.92076806867294,85.24550079716163,79.06268658028654
215,80.18994394599927,84.14399845810567,78.98342795635944
216,81.0075647895849,79.5192601238814,78.90290537079068
217,79.27810638693434,78.40774995038457,78.82109315572393
218,79.74853168701081,87.03984893033257,78.73796639115649
219,78.16342132350279,80.9420798145245,78.65350116251007
220,77.65512660467253,77.88561759933762,78.56767480069156
221,79.82287440771944,80.43194798315577,78.48046610300366
222,79.12835206976676,79.6166940919342,78.39185553397752
223,79.85660056115537,79.80092999456896,78.30182540581939
224,77.9683526015651,74.45572428055493,78.21036003860256
225,79.1904648104516,77.8709342568388,78.1174459006299
226,80.03022056386261,75.32024966272637,78.02307172956003
227,78.91008329668821,81.28734156979063,77.92722863488048
228,78.70287483912979,78.26833692167975,77.82991018212883
229,78.40698328797211,80.95044440904202,77.73111245904911
230,77.19186192750755,73.01194975432674,77.63083412380112
231,79.12963455089182,83.79381813543276,77.52907643546624
232,77.6411684142637,81.89744167087319,77.42584326732464
233,78.30873423324658,73.14487079516289,77.32114110363584
234,76.74710238476052,75.08789944114898,77.21497902097249
235,76.90004978202302,75.59687679899599,77.10736865552997
236,78.61350414364112,73.89744769274797,76.99832415807388
237,77.24794073255367,76.39561675035392,76.88786213810552
238,78.38930429308644,80.21975283009128,76.7760015984592
239,77.19707079384322,75.65742216575406,76.66276386110782
240,75.84119830958329,70.2232303927971,76.54817248463341
241,77.63255440866648,80.16618697501293,76.43225317367313
242,76.47166090147185,73.87503008009459,76.31503368056232
243,77.24905658966999,74.99820264688294,76.19654369921733
244,76.651933858531,82.1662934565616,76.07681475104158
245,75.42735083876558,76.72831085481619,75.95588006243435
246,76.49473548502961,73.84115481300911,75.83377443344763
247,77.78824189672203,73.88819840117851,75.71053409730514
248,76.46610666025192,79.63406713466081,75.5861965707744
249,75.9498710482406,78.89202939895824,75.46080049559157
250,76.610991187998,74.94899762418842,75.33438547123409
251,75.87284926014011,71.74350580020285,75.20699187947528
252,75.73821232027089,77.00291385773912,75.07866070143447
253,74.69259765746389,76.64056271542816,74.9494333281203
254,75.48467920290162,74.26215366594246,74.81935136559383
255,75.90911325964082,72.29092070100401,74.68845643588764
256,74.46145730324153,74.5426613959328,74.55678997483813
257,75.90534025827095,77.41980127097969,74.42439302802003
258,74.70459963681519,73.10699642780273,74.29130604594395
259,74.00707811635756,74.8660443083059,74.15756867961458
260,75.18571844102458,76.3696521562908,74.02321957755481
261,74.14462965502315,77.90156096876746,73.88829618551055
262,74.73422030738125,73.35444919030962,73.75283455024251
263,73.85468203964994,70.11811160991262,73.61686912909894
264,73.87258128677479,73.65178395833716,73.48043260742492
265,74.11470600390442,79.6494322597419,73.34355572616153
266,73.82681838240485,68.04406449895463,73.20626712210401
267,72.07953170142704,64.4930795100725,73.06859318328826
268,72.54399845297512,72.18964988715364,72.93055792195524
269,73.83118756946826,72.58722762353618,72.79218286736993
270,72.93911770429594,72.25571512441884,72.65348698026257
271,72.51531028185,71.70986870270916,72.51448658993142
272,71.78054038519109,75.07866571001082,72.37519535442513
273,71.82467295080136,71.68540545780708,72.2356242438859
274,71.01351680565865,73.70163379419647,72.09578154703345
275,72.20552331290111,64.07972325763598,71.95567290081011
276,71.7045292070918,69.96937178433814,71.81530134328302
277,71.29322673607375,68.61919077670508,71.67466738984149
278,71.76795703213782,64.27467999478503,71.5337691323714
279,71.9156458998565,72.25476949579762,71.39260236042084
280,72.97076139088023,72.6417613215976,71.25116070252106
281,70.2913097260605,68.7594712086536,71.1094357849723
282,72.00476463777727,71.59158352531739,70.967417404715
283,71.71741895272564,72.05652287841023,70.82509371249276
284,70.33342877041608,73.65622401289042,70.6824514023371
285,70.86311632061414,72.97050709586027,70.539475903377
286,70.24209278867899,71.31969767692391,70.39615157009416
287,70.53354628393713,78.10090578609085,70.25246186744606
288,71.30064340801819,68.9782818724276,70.10838954775576
289,70.50843863609828,66.04818824533994,69.96391681686887
290,70.28039385236642,74.13141754694546,69.81902548772062
291,69.46261235872781,75.58553103423064,69.67369711999036
292,68.56407335243125,66.4807487684871,69.52791314485785
293,69.29570875682715,73.8146697678461,69.3816549741415
294,70.12464119373873,68.37499479200656,69.23490409347464
295,68.04904863979235,69.96694132393456,69.08764213964365
296,68.21724211970157,70.31723087829826,68.93985096262925
297,68.88163475700728,66.81188617294362,68.79151267319796
298,67.94115205453237,73.99810310753155,68.64260967711084
299,67.91254375114436,74.34620867240338,68.49312469719737
300,68.00744394124244,64.65805635377494,68.34304078476663
301,67.18445292490597,67.84387743068062,68.19234132220342
302,67.29470772395184,70.29412316444234,68.04101001910445
303,68.30500261105979,62.13044221537841,67.88903090474862
304,66.73327283456264,66.81930488523031,67.73638831988828
305,66.36558479403489,60.94343629646245,67.58306691077637
306,66.87859285175404,69.06783024253164,67.42905162804759
307,67.66736214643916,67.94933993049644,67.27432773256355
308,66.85241537238792,65.6265148810252,67.11888080971163
309,66.50022210227095,61.36104595735552,66.96269679310832
310,66.69156560937768,64.72825116858507,66.80576199829882
311,65.27353872528525,66.97641851246158,66.64806316674286
312,66.67679776053014,66.54242257424313,66.489587519955
313,66.43384511629128,70.34514799226312,66.33032282314106
314,65.71384489338507,69.41270540581995,66.17025745725533
315,66.53942817833459,70.0990144529347,66.00938049829237
316,64.8809704338797,63.117178551189056,65.84768180287824
317,66.29472369245133,67.26219361707956,65.68515209974562
318,65.44835218748304,62.28254433605981,65.52178308726349
319,64.93970507785997,60.8073296452931,65.35756753761198
320,64.99654816788018,68.87283084728385,65.19249940831311
321,64.7706412506644,60.87903969954518,65.02657396165486
322,65.53530703020999,61.29135393262527,64.85978789219693
323,63.762948049459965,64.10796903424519,64.69213946215372
324,63.81852289212563,62.930751001752576,64.52362864405364
325,64.9135262397008,64.30932088447621,64.3542572696322
326,63.607248984733296,71.16941248731956,64.18402918344991
327,64.4907036013482,61.22901928567082,64.01295039937564
328,64.88635682247245,66.50998346382555,63.84102925797983
329,63.25214685606853,63.53648403480374,63.66827658306632
330,63.84725564853938,67.15771954415285,63.49470583590916
331,62.39987929877714,59.8226224213014,63.320333266096554
332,63.573218610882726,62.83701126279843,63.145178058161896
333,63.02223930167974,63.39662140201511,62.969262473393876
334,63.05181856337047,58.34912342454136,62.79261198631576
335,62.107168826065,56.18526389242235,62.615255415255255
336,61.235032830774685,61.16681675117814,62.43722504617298
337,62.5891501905395,66.97637861977422,62.258556748450935
338,60.63195074810069,59.47678105886729,62.079290080694804
339,61.69403957597744,60.98859785873627,61.89946838398229
340,62.415272979538045,66.18939647418456,61.71913885962608
341,61.7314596172153,61.243368138017445,61.538352628433
342,62.80209730633785,65.35022958836574,61.357164768503885
343,61.99741674163511,70.74298757053404,61.175634328799035
344,60.66416682723824,58.77149185144427,60.99382431607017
345,60.98355872373385,60.402848671329,60.811801653388855
346,60.774327580621936,62.0738572270687,60.629637109310075
347,59.54353081922396,64.43580877889224,60.44740519747034
348,59.83687821856466,59.45928152830782,60.265184046936
349,59.94727876231011,62.33916067101448,60.08305524393596
350,58.75967756286686,59.90068291089179,59.901103645913096
351,60.06407993419841,59.82714485546004,59.71941716916969
352,59.70288431565101,58.32397137669652,59.53808655169407
353,58.55322186063878,56.55509701857469,59.35720509297085
354,59.854837779946585,69.90925312733522,59.1768683726698
355,59.92128432728035,54.866902326338135,58.99717395011177
356,59.42804080858805,54.68445108119295,58.8182210464525
357,58.89188597442816,59.69459395896244,58.6401102117103
358,59.38304903652008,60.04972772299765,58.46294297897685
359,59.29620340964664,60.69456981660233,58.28682150818534
360,58.88695999075887,56.01859771412826,58.11184822169342
361,57.94701080079685,54.580351653257416,57.93812543388651
362,58.571070114062366,57.63468797421232,57.76575497708479
363,59.06825924739021,62.04508307325263,57.59483782607671
364,57.6685332930668,54.330533551381365,57.42547372348584
365,59.410274181775485,59.90593845888631,57.25776080801037
366,57.43012462892077,55.74999849629639,57.091795247524715
367,57.67792183770848,52.677877882488126,56.927670879110195
368,57.04250296126765,52.83969878086221,56.76547885815104
369,57.52838793165631,60.51417731817142,56.605307318547034
370,56.01226227610624,54.03179055631957,56.44724104579344
371,56.71018500462681,60.78967071056106,56.2913611642566
372,56.18941786896499,56.06725186760642,56.13774483964514
373,56.91103350560829,52.424790861645576,55.986464997594325
374,57.3757230595396,58.94085613385636,55.83759005940389
375,56.99606042622955,54.36779468704986,55.69118369613439
376,54.74888729403281,53.5128976078615,55.54730460234479
377,57.70465040199004,61.41979725873628,55.40600629073843
378,56.3490238466066,52.1190925788051,55.26733690894967
379,55.46689147854544,53.99222825388179,55.131339079716135
380,55.9895433561794,52.43573850900786,54.99804976575672
381,55.87301267360513,51.968918554872765,54.86750016073193
382,55.15403773021717,53.60204929382727,54.739715607560754
383,55.63156448029871,52.81887828129712,54.614715545043865
384,54.94103493333266,54.04266543066777,54.49251348327284
385,54.95751929003036,57.05280849230648,54.373117007817584
386,54.63556145062894,52.17286382513607,54.25652781228496
387,53.98956058803229,49.17416529229582,54.14274175859016
388,54.97209151453604,57.07602614535709,54.03174896415467
389,55.15840518942456,52.67367298053833,53.923533915117986
390,54.98892994661608,60.98370843096302,53.81807560444178
391,55.08341322907094,53.7419738837498,53.71534769359267
392,54.61860801586634,54.17263201282496,53.615318696517235
393,53.90192833176808,46.34488861429736,53.517952184936384
394,54.74704087727349,50.93674747644422,53.42320701439707
395,53.09463913339089,45.61943700297377,53.33103757070064
396,53.30125337891356,54.26581090417563,53.24139403604352
397,53.14481325738978,52.87653350971264,53.154222673482025
398,54.4650417429349,56.53174112429008,53.06946612742434
399,54.259433975095824,56.90760447600064,52.98706373709767
400,53.83231647721616,56.98578459482012,52.90695185958636
401,54.13452663411237,53.39643222975317,52.82906419916241
402,52.66291353237735,52.94305325403668,52.75333214013389
403,53.41793723691315,55.31677082630914,52.67968508111148
404,52.983091606882425,50.37651581361061,52.60805076921838
405,53.56161844494262,50.48509355070777,52.53835563321585
406,52.7875356880288,57.83870022051056,52.47052511477172
407,52.4994387914566,46.57552043661557,52.404483997196564
408,53.04956536203848,54.68949564345955,52.340156730969014
409,53.18761263161951,54.30673034037212,52.277467755338584
410,52.01116129667903,48.32685654786249,52.216341815267235
411,52.34231212314238,50.15189791062707,52.1567042729472
412,51.55158165419466,50.38120239548011,52.098481413091385
413,50.45264450147775,51.16329358015344,52.041600741062034
414,52.25178731235499,53.40521061514138,51.985991272617916
415,52.449267908128014,52.34782414480758,51.93158381368231
416,52.11944859715381,52.73734511300984,51.87831122822177
417,50.48568409593718,52.648571352157184,51.82610869218886
418,51.52057453136326,53.53197597912662,51.77491393151798
419,50.13054233008547,55.16281228712546,51.72466744231246
420,52.56082624938888,55.98213805674236,51.67531269159124
421,50.761888203765366,50.820240788695706,51.626796297301944
422,52.3224490992308,54.42377977680912,51.57906818679
423,52.02877256246264,53.41884202392111,51.5320817334962
424,50.660712590215184,51.1999388435694,51.48579387222585
425,50.42411074333541,47.57525227846005,51.44016519381028
426,51.38973349396446,51.92190578987047,51.39516002033422
427,50.48234867656593,43.708676299493135,51.35074646227306
428,51.07551005597358,54.59255840203225,51.30689645879239
429,50.597687907912665,51.74677017846583,51.26358580211036
430,49.62226067462924,49.10016022676959,51.22079414634457
431,49.24266288908336,47.862776878926695,51.178505000849164
432,50.8991095231345,53.045769087347765,51.13670570778995
433,50.28530764478018,56.312048367739024,51.09538740352741
434,50.230736394104895,51.46093610345854,51.054544963206176
435,51.04604488863746,57.28510163424022,51.014176927896116
436,51.32293636859298,53.89548780803508,50.97428541387018
437,50.25488342906723,47.61329712986449,50.93487600415707
438,50.15294057539345,51.75261144795652,50.89595762322277
439,50.68871714265516,51.9680756330499,50.85754239629938
440,49.33758716246532,46.6940669973681,50.81964549531094
441,50.3940470564669,49.0567723876904,50.78228497349778
442,50.57613573555328,49.17384185067375,50.7454815907815
443,50.61953492575235,50.94825783636304,50.709258631694446
444,48.74279234892492,47.82431171882259,50.67364171734778
445,49.52230773876671,50.40349033042664,50.63865861251106
446,49.39880539432726,50.811384707904175,50.604339028514254
447,50.04344401058591,54.20118574164748,50.57071442238616
448,50.27158205768694,52.07266928942812,50.53781779242902
449,50.94590393461162,48.64365473710791,50.5056834703724
450,49.51648838796972,56.4405550069373,50.474346910400605
451,49.48103635525667,47.200019438873326,50.44384447564771
452,50.60209906820101,49.33086049891127,50.41421322308471
453,49.97454593795828,51.93423290365727,50.385490688004055
454,50.62553648158123,60.12163815621168,50.3577146694928
455,49.91315616440053,51.23028968752799,50.33092301841189
456,48.875561579598696,46.77127969291704,50.30515342964628
457,48.728483079484114,43.351764939254736,50.280443240904084
458,48.55337952274154,42.95855944180802,50.25682924092155
459,50.08227723048122,50.118218264251546,50.2343474901127
460,50.43190131295113,52.21857688120237,50.21303315622285
461,50.87712126559535,46.22036954462243,50.19292036661524
462,50.15706910157594,50.88510102243066,50.174042077904275
463,50.3668549168342,46.05855701557799,50.15642996304439
464,49.13447536873513,46.10258117484498,50.14011431563267
465,48.72026220366778,50.79229167627893,50.12512397085905
466,50.11572394105711,47.66363353348188,50.11148624209598
467,49.80560963647763,54.1024599399373,50.09922687158187
468,49.58265918633049,47.665996285345926,50.088369993154274
469,49.77447406702601,53.41325892283693,50.07893810467175
470,49.72706108032363,57.15659032389512,50.07095204767849
471,50.39867181077442,47.95296084976143,50.064430991997
472,50.407310321982784,58.49547442977465,50.059392423280244
473,49.884246618321306,49.92847881898238,50.055852132121835
474,50.0994776494462,48.02476205649073,50.05382420404512
475,49.87303358747962,48.9020679663572,50.053321010432825
476,49.19779546765998,47.87456173664565,50.05435320104802
477,50.0592836058124,54.65692276210033,50.0569296990884
478,48.56426450414194,52.8865520800638,50.0610576997073
479,50.29050545026598,54.57386388930877,50.06674267284146
480,48.73063197122451,44.46877364099984,50.07398837128092
481,49.78252194624782,50.403403303260674,50.08279684528911
482,49.00815687433695,43.92541715126496,50.09316846553268
483,50.00608358422679,53.322318692537394,50.10510195630237
484,49.61555004331489,48.02924759589121,50.118594440856576
485,48.5451926300066,50.19520533442911,50.133641500329034
486,49.97987111094173,48.3338586360457,50.1502372472507
487,49.3063294748804,43.54742369030941,50.16837441446186
488,50.35479990179899,53.25795540188657,50.188044459963024
489,49.76767617203231,52.924159149428846,50.20923768793791
490,50.073918808548186,50.53102636184283,50.231943385776816
491,49.15882367468659,42.23378120330364,50.25614997661068
492,49.4502058982232,51.91124330355551,50.28184518676066
493,49.576923259593336,47.1577568810789,50.309016227474274
494,50.5345056866114,52.22879012199457,50.337649990106826
495,51.14742967039778,49.53833404478241,50.367733253494684
496,49.44970150512931,48.17725337693221,50.39925290185353
497,50.808771709370696,52.44087440295739,50.432196151266474
498,48.57945617704731,45.8870244901153,50.46655078267529
499,49.30714190509115,48.76044568098046,50.502305379152766
500,49.518360949118986,51.18976049096592,50.539449565042595
501,49.29076378688258,56.39635678696808,50.57797424427794
502,49.17859980996352,48.934352826388725,50.617871834895126
503,50.627375582814565,53.38076098242517,50.65913649661453
504,50.24116134404772,46.39782541570931,50.70176434848388
505,50.71088734708376,56.26900136834887,50.745753673877466
506,50.98448629864016,48.33425568103514,50.79110511041223
507,50.74449058573512,50.310924293121786,50.83782182249024
508,51.07794186251919,52.75464330745282,50.88590965426213
509,50.62932376333933,48.07133480845447,50.935377260876265
510,49.90912343730994,53.45432330114796,50.986236215915845
511,51.54403869363394,49.37342061051571,51.03850109291763
512,50.45626138326594,53.1805697720369,51.09218951883723
513,50.28030821388169,53.78219319763585,51.147322197312874
514,50.87877682922164,52.77592743082365,51.20392289962315
515,50.43394657438362,52.757482382524266,51.26201842138724
516,50.85180201604799,59.1526498160484,51.321638503353164
517,51.457417168065945,52.82361313466254,51.382815715062655
518,51.53447458913986,51.89472924623193,51.44558530077128
519,50.737682670086606,51.84047079885053,51.50998498772959
520,51.1017631363284,55.27150343303494,51.57605475769092
521,52.27364031047177,59.91327603893422,51.64383658314765
522,51.94898687540216,51.40300690352418,51.71337413030458
523,53.13539318461607,50.142940667348135,51.784712431356596
524,52.59171137884408,56.40468027378827,51.85789752935612
525,52.65082565582458,48.18012316414353,51.932976099687686
526,50.96392779533494,51.809333740487006,52.009995052693164
527,52.55716115180877,53.55628083745689,52.08900112225618
528,52.07370641073024,51.72165843084854,52.17004044523322
529,51.815006465933656,51.65580275456137,52.25315813659742
530,52.40949832334657,46.98959399897622,52.338397865112626
531,53.04610168740048,50.19828312010932,52.42580143429284
532,52.82896466092022,55.90246679933343,52.515408373232816
533,51.958733323953965,45.26371101123009,52.60725554154038
534,53.19001262801604,52.90796590662573,52.70137675212794
535,52.32194080635794,51.29677666619871,52.79780241515434
536,53.01921545430678,46.48434788131237,52.89655920596449
