frequency_cycles_per_record,psd_clean,psd_noise,psd_excess
0.45703125,1.553892492314514e-10,52.802097149375086,52.8020971492197
0.4609375,1.2746316893396946e-10,52.60766734326573,52.60766734313827
0.46484375,1.0259514599860786e-10,44.528814164951775,44.52881416484918
0.46875,8.066149657208645e-11,65.40446792765661,65.40446792757595
0.47265625,6.155377806012459e-11,57.52184351038846,57.5218435103269
0.4765625,4.517802185899678e-11,31.73693710853795,31.736937108492775
0.48046875,3.145406971717948e-11,36.76711975964339,36.76711975961194
0.484375,2.0315014518825363e-11,47.68483189355546,47.68483189353515
0.48828125,1.1706733014872344e-11,36.08436527749152,36.08436527747981
0.4921875,5.5875120351655225e-12,40.35611186458608,40.3561118645805
0.49609375,1.927759478864129e-12,37.00398351748673,37.003983517484805
0.5,3.549006557393265e-13,9.83325496835789,9.833254968357535
